Code,Type,Condition,Recovery
-16403,info,Circulation was started via the control panel,
-16404,info,Circulation was started by PP- or LAI command via PC,
-16405,info,Circulation was stopped via the control panel,
-16406,info,Circulation was turned off by PP- or LAI command via PC,
-16407,info,The temperature control program 1 has been started,
-16408,info,The temperature control program 2 has,been started. been started. been started. been started. been started. been started. been started. been started
-16409,info,The temperature control program 3 has,
-16410,info,The temperature control program 4 has,
-16411,info,The temperature control program 5 has,
-16412,info,The temperature control program 6 has,
-16413,info,The temperature control program 7 has,
-16414,info,The temperature control program 8 has,
-16415,info,The temperature control program 9 has,
-16416,info,The temperature control program 10 has been started,
-16417,info,The temperature control program 1 has been stopped,
-16418,info,The temperature control program 2 has been stopped,
-16419,info,The temperature control program 3 has been stopped,
-16420,info,The temperature control program 4 has been stopped,
-16421,info,The temperature control program 5 has been stopped,
-16422,info,The temperature control program 6 has been stopped,
-16423,info,The temperature control program 7 has been stopped,
-16424,info,The temperature control program 8 has been stopped,
-16425,info,The temperature control program 9 has been stopped,
-16426,info,The temperature control program 10 has been stopped,
-16427,info,The service password was entered,
-16428,info,The circulator was switched on at the mains,Information for error search (error -48.  E+H)
-16430,info,The circulator was restarted by the watchdog-timer,The circulator was restarted after a Hardware reset
-16432,info,The circulator was restarted by a software-reset,A fixed stepper motor position was given by the Pilot. A fixed stepper motor position was determined (not by the pilot). A definite stepper motor position was not given (by the Pilot). A definite stepper motor position is not given by the pilot
-16437,info,The source of the control parameters was switched via RS232,
-16438,info,The source for the control parameters (Auto/hand) was switched via the Pilot,
-16439,info,The source for the control parameters (Auto /hand) was switched by an unknown source,The structure “ActiveBoardInOnce” must be requested from the active board. (note.  that the Pilot has made a restart)
-16441,info,
-16442,info,Power switched on after user reset,Action
-20000,action,The superheat of the HT stage has been too small for some time, therefore the the HT-Valve should be closed. (possibly the valve closes too slowly when controlling)
-20001,action,The superheat of the MT stage has been too small for some time, therefore the the MT-Valve should be closed. (possibly the valve closes too slowly when controlling)
-20002,action,Stepper motor reset because of stepper motor minimum position while cooling control,
-20003,action,A reference run of the stepper motor expansion valve, used to control the compressor circuit which cooles the expansion and vent lines.  has been done because of a too low superheat
-20004,action,Stepper motor reset because the superheat inside the first LT stage evaporator has been too small for some time,
-20005,action,Stepper motor reset because the superheat inside the second LT stage evaporator has been too small for some time,
-20006,action,Delta-T between Jacket/bath and OT sensor too large,The heating was reduced or turned off due to the difference between the over-temperature trip sensor and jacket-temperature being is too high. The heating is reduced to minimise. excessively high surface temperatures on the heating element. This is a typical sign of very poor fluid circulation. The heat energy in the heater is not transferred out of the chamber to the outlet temperature sensor. Temp difference between heater and outlet is greater than 30°C. Heater turned off. Ensure flow is improved.  or thinner oil is used. Help can often be given by reducing the heating power by 50% or so
